metin,kategori,label,intent,intent_label,oncelik,oncelik_label,stil,kaynak
vagon klimasi calismiyo soguk buz gibi,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Uzunçayır yönlü trende 1 numaralı vagon freni basınçsız.,arac_tren,2,fault_report,0,P1,0,standart,relabel:openrouter
Vagon 36 anons parazitli,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Vagon 10 fren gecikiyor,arac_tren,2,fault_report,0,P1,0,cok_kisa,relabel:gemini
Sabah vardiyası 112 seferi makinist kabini camı çatlak.,arac_tren,2,fault_report,0,P3,2,standart,relabel:openrouter
frenlerle tirmaniyo irtifa farkinda,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
Neden çalışmıyor vagon ısıtıcıları bu sabah?,arac_tren,2,information_request,2,P3,2,devrik,missing:gemini
Osmanbey yönlü trende 2 numaralı vagon vagon arası geçiş kapalı.,arac_tren,2,fault_report,0,P3,2,standart,relabel:openrouter
makinist fren manivela gec kaliyo,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
Kabin yön değiştir kolu takılıyor,arac_tren,2,fault_report,0,P1,0,devrik,relabel:openrouter
Vagon 33 motor titreşiyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Kapı acil açma kolu çekiği kırık,arac_tren,2,fault_report,0,P1,0,devrik,relabel:openrouter
Çeker motoru sesi geliyor 1. vagon,arac_tren,2,fault_report,0,P3,2,devrik,relabel:openrouter
Bostancı yönlü trende 4 numaralı vagon ışıkları yanıp sönüyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:gemini
Kadıköy yönlü trende 2 numaralı vagon klima çalışmıyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:gemini
aractaki agir koku icin nezaman temizlik ekibi gelcek?,arac_tren,2,information_request,2,P3,2,yazim_yanlisi,missing:gemini
Vagon 24 sandalye dibi kırık,arac_tren,2,fault_report,0,P4,3,cok_kisa,relabel:openrouter
klima uni vanasi acilmiyo sicak,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Bostancı peron tren altı yağ damlaları,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 29 çeker çatlak,arac_tren,2,fault_report,0,P1,0,cok_kisa,relabel:openrouter
Zeytinburnu başlangıçlı seferde 2 nolu vagon kapı kovası sökülmüş.,arac_tren,2,fault_report,0,P2,1,standart,relabel:openrouter
tekerlek rayden cikma riski var,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
Tren ekranları ne zaman açılır?,arac_tren,2,information_request,2,P3,2,cok_kisa,missing:gemini
YanıkLASTİK kokusu fren alanı peron başı,arac_tren,2,incident_report,1,P2,1,devrik,relabel:gemini
Vagon kapısı yarım kalıyor kapatmıyor,arac_tren,2,fault_report,0,P2,1,devrik,relabel:openrouter
tren cami kirik acil mudahale gereklimi nezaman gelinir?,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
Vagon 28 fren çarpar,arac_tren,2,fault_report,0,P2,1,cok_kisa,relabel:openrouter
Gayrettepe başlangıçlı seferde 1 nolu vagon motor koruma devreye girdi.,arac_tren,2,fault_report,0,P2,1,standart,relabel:openrouter
Karaköy istasyonunda 1 nolu vagon makinist kabini kapısı kapanmıyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:openrouter
cekis motoru guvenlik relesi atiyo,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
vagon ucu yanimda cizgili ciziyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Davutpaşa yönlü trende 4 numaralı vagon tekerlekten duman çıkıyor.,arac_tren,2,fault_report,0,P1,0,standart,relabel:openrouter
Vagon 31 klima fanı sessiz,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:openrouter
vagon kapi sensoru algilamiyo,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
vagon kapi sensoru hatali acilmiyo 1 nolu,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Gelecek mi teknik ekip tren kliması?,arac_tren,2,information_request,2,P3,2,devrik,missing:gemini
Vagon 9 kapı kilitlenmiyor,arac_tren,2,fault_report,0,P1,0,cok_kisa,relabel:gemini
Vagon 15 motor yanıyor,arac_tren,2,incident_report,1,P1,0,cok_kisa,relabel:gemini
Vagon kapısı açılmıyor Şişhane peronu,arac_tren,2,fault_report,0,P2,1,devrik,relabel:openrouter
Motor kesintili çalışıyor 205 sefer,arac_tren,2,fault_report,0,P2,1,devrik,relabel:openrouter
Bagcilar yonu tren klima ne zaman sogutmaya baslar acaba bilgi varmi?,arac_tren,2,information_request,2,P3,2,yazim_yanlisi,missing:gemini
tekerlekten tikirdak sesi artiyo 1. vagon,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
4. Levent istasyonunda 5 numaralı vagon kapı emniyet pimi takılı.,arac_tren,2,fault_report,0,P3,2,standart,relabel:openrouter
fren basinci dusuk alarm verdi 2 nolu tren,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:gemini
Vagon 17 ışık titreşiyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
vagon kapi lastigi sökülmüs duruyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Fren basınç manometresi sıfır gösteriyor,arac_tren,2,fault_report,0,P1,0,devrik,relabel:openrouter
vagon ici ekranlar calismiyo teknik ekip nezaman bakicak?,arac_tren,2,information_request,2,P3,2,yazim_yanlisi,missing:gemini
Üsküdar istasyonuna yaklaşan araçtaki fren gıcırtısı için bu akşam servis sonunda bir bakım planlanıyor mu?,arac_tren,2,information_request,2,P3,2,standart,missing:gemini
vagon kapi acilma suresi uzaldi,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Tekerlekten anormal titreme var 2. vagon,arac_tren,2,fault_report,0,P3,2,devrik,relabel:openrouter
Vagon 3 anons mikrofon bozuk,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Vagon 34 koltuk life takılı,arac_tren,2,fault_report,0,P4,3,cok_kisa,relabel:openrouter
Vagon içi yolcu sayaç bozuk,arac_tren,2,fault_report,0,P4,3,devrik,relabel:openrouter
M4 hattı 12 numaralı trende bulunan yangın söndürücünün muhafaza kutusu kapağı yerinden çıkmıştır.,arac_tren,2,fault_report,0,P3,2,standart,relabel:gemini
Esenkent istasyonunda 2 nolu vagon kapı arası sıkışma sensörü uyardı.,arac_tren,2,fault_report,0,P3,2,standart,relabel:openrouter
Fren basıncı düşüyor 205 sefer,arac_tren,2,fault_report,0,P1,0,devrik,relabel:openrouter
M2-04 kodlu tren içerisinde yolcuların acil durum iletişim butonuna basması üzerine ses iletimi gerçekleşmemektedir.,arac_tren,2,fault_report,0,P1,0,standart,relabel:gemini
Makinist kabini radyo iletişim kesik,arac_tren,2,fault_report,0,P1,0,devrik,relabel:openrouter
Tren anonsu düzeldi mi?,arac_tren,2,information_request,2,P3,2,cok_kisa,missing:gemini
Kabin saati durmuş saat ayarı,arac_tren,2,fault_report,0,P4,3,devrik,relabel:openrouter
Levent yönlü trende 6 numaralı vagon fren basıncı düşük.,arac_tren,2,fault_report,0,P2,1,standart,relabel:openrouter
fren sistemi basinc duser 5. vagonda,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
Vagon 14 ısıtma çalışmıyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Vagon kapısı tampon lastiği sökülmüş,arac_tren,2,fault_report,0,P3,2,devrik,relabel:openrouter
Şişli-Mecidiyeköy istasyonunda 3 nolu vagon klima üflemüyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:openrouter
Kapı arası sıkışma sensörü hatalı,arac_tren,2,fault_report,0,P2,1,devrik,relabel:openrouter
Vagon 30 kapı sensör hatası,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Seferdeki trenin ekranlarındaki görüntü donması sorunu servis başlangıcından beri neden bir türlü düzelmedi?,arac_tren,2,information_request,2,P3,2,standart,missing:gemini
Çeker çarkında anormal titreme var,arac_tren,2,fault_report,0,P2,1,devrik,relabel:openrouter
makinist koltugu yukari inmiyo ayar bozuk,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Vagon 23 klima ısınmıyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Makinist kabini direksiyon sert,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Kabin masa paneli karardı YM-03,arac_tren,2,fault_report,0,P2,1,devrik,relabel:openrouter
Vagon kliması ısıtma modunda kalıyor,arac_tren,2,fault_report,0,P3,2,devrik,relabel:openrouter
Ne yapılacak kırık koltuk için 2. vagon?,arac_tren,2,information_request,2,P4,3,devrik,missing:gemini
Üsküdar civarı vagon kapısı kilitlenmiyor 2. vagon,arac_tren,2,fault_report,0,P2,1,devrik,relabel:openrouter
Tekerlekten duman çıkıyor 3. vagon,arac_tren,2,incident_report,1,P1,0,devrik,relabel:openrouter
Fren tetiklemiyor acil fren devreye,arac_tren,2,incident_report,1,P1,0,devrik,relabel:openrouter
kapi arasi kirlangic cikiyo 3. vagon,arac_tren,2,fault_report,0,P4,3,yazim_yanlisi,relabel:openrouter
Makinist kabini anonsu cızırtı veriyor,arac_tren,2,fault_report,0,P3,2,devrik,relabel:openrouter
Levent istasyonunda 6 nolu vagon yolcu alarmı çalışıyor.,arac_tren,2,incident_report,1,P2,1,standart,relabel:openrouter
frenleme aninda vagon saga cekiliyo 2 tren,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
taciz vakalari icin vagonlara acil yardim butonu eklenmeli.,arac_tren,2,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
Motor aşırı ısınma uyarısı 1. vagon,arac_tren,2,fault_report,0,P2,1,devrik,relabel:openrouter
Vagon camı ne zaman değişir?,arac_tren,2,information_request,2,P3,2,cok_kisa,missing:gemini
"Şişli istasyonundaki trende oluşan duman kokusuna müdahale edildi mi, seferler güvenli şekilde devam ediyor mu?",arac_tren,2,incident_report,1,P1,0,standart,missing:gemini
Vagon kapısı kilitlemiyor güvenlik riski,arac_tren,2,fault_report,0,P1,0,devrik,relabel:openrouter
fren yastigi asindigi belli,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
tekerlek yassi Yankeesleme var 6 nolu vagonda,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
koltuk altindan ses geliyo 2. vagonda,arac_tren,2,fault_report,0,P4,3,yazim_yanlisi,relabel:openrouter
Atatürk Kültür Merkezi yönlü trende 3 nolu vagon fren liberated kalmıyor.,arac_tren,2,fault_report,0,P2,1,standart,relabel:openrouter
makinist kabini radyo cizgi ciziyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Söğütlüçeşme başlangıçlı seferde 6 numaralı vagon pantograf arızası var.,arac_tren,2,fault_report,0,P2,1,standart,relabel:openrouter
Vagon 6 motor ısınır,arac_tren,2,fault_report,0,P1,0,cok_kisa,relabel:openrouter
Makinist kabini klaxon çalmıyor,arac_tren,2,fault_report,0,P2,1,cok_kisa,relabel:openrouter
makinist kabini fren manivelasi tikaniyo,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
vagon ici aydinlatma yarim yaniyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
uzuncayir scada baglantisi kopmus veri gelmiyor merkez,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
Sunucu bağlantısı kopdu veri gelmiyor merkeze,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:gemini
scada baglantisi kopmus veri yok merkezde,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
peron kapisi yavas aciliyo dort levent,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
peron kapisi acilma gecikiyo dort levent,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
Ağ kesintisi SCADA erişilemiyor merkezi,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:gemini
"Ağ kesintisi, SCADA arayüzü erişilemiyor merkezi.",sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:gemini
Şişli-Mecidiyeköy 4 numaralı peron kapısı PSD kilitlemiyor sefer güvenliği riske giriyor.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
"Şişli-Mecidiyeköy hatta 4 numaralı peron kapısı (PSD) kilitlemiyor, sefer güvenliği riske giriyor.",sinyalizasyon_haberlesme,3,fault_report,0,P1,0,standart,relabel:gemini
peron kapisi acilmiyor levent hat,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
peron kapisi acilmiyor yenisahra,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
kartal istasyon tunel agzindaki kamera goruntusu tamamen siyah geliyo,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
taksim istasyonu yardim butonu basili kalmis merkeze sinyal dusmuyo,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
SCADA arayüzü yanıt vermiyor,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:openrouter
Kirazlı acil yardım butonu yanıt vermiyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:gemini
Göztepe istasyonu peron alanındaki CCTV sisteminde periyodik görüntü kesintileri meydana gelmektedir.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Görünmüyor peron sonu CCTV-04 kamerasında kararma var.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:openrouter
Peron PID'si boş,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:openrouter
sisli istasyonu peron 2 cctv kamerasi goruntu vermiyo merkeze,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Tavşantepe istasyonu peron kapısı lastiği yırtıldı hava kaçışı yapıyor ses çıkarıyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
Görmüyor kör noktayı CCTV-09 kamera pozisyonu hatalı.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:openrouter
Şirinevler PSD-04 açılamıyor,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:gemini
Bilgi ekranı boş,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Kartal istasyonu peron kamerasında görüntü kayması yaşanmakta ve netlik sağlanamamaktadır.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
Mahmutbey aktarma katı PID sistemde dil seçeneği değişmiyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:openrouter
Çalışmıyor acil durum butonu Vezneciler peronda.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:gemini
Dudullu istasyonunda PSD-08 peron kapı aydınlatmaları tamamen söndü.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
uskudar peron gise katindaki kamera acisi panoyla kapatilmis gorunmuyo,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
PSD kapak arası boşluk var,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:gemini
PSD kilitlemiyor Bostancı güney çıkış,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,devrik,relabel:openrouter
Atatürk Oto Sanayi yönlü trende 4 nolu vagon anonsu ses vermiyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:openrouter
Kadıköy PID pasif,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:gemini
ayrilik cesmesi alt peronda acil cagri butonu yankilaniyo ses gitmiyo,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Bağcılar Meydan istasyonu peron kapısı rayından çıktı kapatma komutuna yanıt vermiyor.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
"Üsküdar peron PID sunucusu yanıt vermiyor, boş ekran kalıyor.",sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:openrouter
Çalışmıyor turnike kamera açısı bilet holü alanında.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:openrouter
Taksim M2 peronunda PSD kapısı yarım kaldı kilitlenmedi sefer durduruldu.,sinyalizasyon_haberlesme,3,incident_report,1,P1,0,standart,relabel:gemini
Kozyatağı M4 peron kapısı acil durdurma butonu basılı kalıyor kapı kilitlenmiyor.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
levent pid ekranlari sefer saati guncelenmiyor,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
psd kapi yarim acildi kadikoy peron,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
Acil durum butonu basıldığında merkeze sinyal gitmiyor.,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,standart,relabel:gemini
SCADA arayüzünde istasyon simgeleri gri görünüyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:gemini
Taksim istasyonu bilet holündeki acil durum butonunun koruma kapağı kırılmış olup cihaz sinyal vermemektedir.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
PSD kamalı kilidi bozulmuş,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:gemini
Yangın söndürme tüpü basıncı düşmüş,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:gemini
Şişhane PID ekranı siyah yanıp sönüyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:gemini
Kapı kontrol donması,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:openrouter
Ötmüyor sarı çizgi ihlal uyarı sistemi peronda.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:gemini
Şişli-Mecidiyeköy'de yangın algılama sensörü test sırasında uyarı verdi.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
Hacıosman istasyonu peron alanındaki CCTV-03 kodlu kameranın merceği tozlanma nedeniyle bulanık göstermektedir.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
SCADA alarm paneli dondu yanıt yok,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:openrouter
Giğe programı kilitlendi veritabanı bağlantısı yok,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:openrouter
Peron yoğunluğu arttığında otomatik devreye giren sesli uyarı sistemi kurulması genel yolcu güvenliğini artırır.,sinyalizasyon_haberlesme,3,suggestion,4,P4,3,standart,missing:gemini
Kadıköy istasyonu ana girişindeki güvenlik kamerasının açısı reklam panosu nedeniyle kapanmış durumdadır.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
uskudar peron 2 yangin algilama dedektoru kirmizi isigi surekli yanip sonuyo,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
İstanbul Havalimanı istasyonu PSD-15 kapısı kilit pimi takılıp kapanmıyor sefer gecikti.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
1. peron sarı çizgi uyarısı çalışmıyor,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:openrouter
CCTV kamera bozuk,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:gemini
PSD kapı kilitlenmedi,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:gemini
Peron kapısı gecikmeyle açılıyor Göztepe,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:openrouter
4. Levent M6 peron kapısı YM-12 kodlu ekipman kilitleme motoru çalışmıyor.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Alt kat CCTV kamerası sallanıyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:gemini
Perona acil butonu eklensin.,sinyalizasyon_haberlesme,3,suggestion,4,P4,3,cok_kisa,missing:gemini
kirazli istasyon yonetim odasi yanindaki yangin butonunun koruma cami yok,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Basılamıyor yardım butonu mekanik aksam takılmış 2. peron.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:openrouter
Şişli-Mecidiyeköy istasyonu turnike bölgesindeki CCTV kamera görüntüsünde anlık donmalar meydana gelmektedir.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
Radyo şarjı bozuldu.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,missing:gemini
PSD camı çatlaklı,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:gemini
Osmanbey istasyonu güney turnike alanındaki X-ray-02 cihazının kontrol ekranında kararma meydana gelmektedir.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
Yolcu sayım sensörü veri göndermiyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:openrouter
Peron kapısı yarı açık kaldı Bostancı,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:openrouter
kadikoy scada sunucusu ping atmiyor ulasilmiyor,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
dudullu scada istasyon verisi guncellenmiyor eski,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Veritabanı senkronizasyon sorunu,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:openrouter
kadikoy peron cctv kamerasi sallaniyo acisi tamamen yere kaymis,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Mecidiyeköy koridor PID sistemde yenileme hatası veriyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:openrouter
SCADA alarm logu eksik,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:gemini
Ayrılık Çeşmesi istasyonunda CCTV-12 numaralı kameranın yönü değiştiğinden yürüyen merdivenler görüntülenememektedir.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
peron kapisi gec aciyo osmanbey,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
Kırılmış acil stop butonu koruma kapağı M2 peronunda.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:openrouter
Eklensin acil durum butonu her kolona.,sinyalizasyon_haberlesme,3,suggestion,4,P3,2,devrik,missing:gemini
psd kapisi kilitlenmiyo mecidiyekoy,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
Yanıp sönüyor CCTV kamerası görüntü vermiyor üst katta.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:gemini
Ötmüyor acil ihbar butonu BSO-02 panosu girişinde.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:gemini
uzuncayir ag kesintisi otomatlar cevrimdisi kaldi,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
Kirazlı üst kat veritabanı bağlantısı kopuk,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:gemini
"Merkez SCADA sunucusu yanıt vermiyor, istasyon verisi gelmiyor.",sinyalizasyon_haberlesme,3,fault_report,0,P1,0,standart,relabel:openrouter
Telsiz bataryası şarj olmuyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,missing:gemini
Mahmutbey M7 peronunda PSD kapısı yavaş kapanıyor zamanlayıcı ayarı bozulmuş olabilir.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Çalışmıyor acil çağrı cihazı peron duvarındaki Otogar'da.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:openrouter
Yolcu sayım yazılımı sıfırlandı veri kaybı,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:gemini
BSO-02 kamerasının önü panoyla kapalı,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:openrouter
PID ekranı dondu,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:openrouter
PSD-12 kilidi takıldı Göztepe,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:openrouter
Üsküdar istasyonu 1. peronda bulunan acil durum butonu basılmasına rağmen kumanda merkezine sinyal iletmiyor.,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,standart,relabel:gemini
Yangın sensörü arızalı,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:gemini
bostanci scada arayuzu donmus alarm gelmiyor,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
Esenler SCADA bağlantı sorunu,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:gemini
Üsküdar peron kapısı yarım açık,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,cok_kisa,relabel:gemini
Kadıköy M4 peronu PSD-12 numaralı kapı yarım kaldı kilitleme sinyali vermedi.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
PSD kapı kilitlenmiyor Şişhane peron,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:openrouter
PSD kilit pini takıldı Çekmeköy,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:openrouter
bagcilar peron 1 yardim butonu basilmiyo yay icine gocmus,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Söğütlüçeşme Marmaray peron kapısı PSD kilitleme sinyali gelmiyor makinist uyarıldı.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Çalıyor sebepsiz yangın ihbar butonu BSO-01 panosunda.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:openrouter
Servis başlangıcında Ayrılık Çeşmesi istasyonundaki acil yardım butonunun kapağının kırık olduğu fark edilmiştir.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
sisli perondaki yangin tupu yerinde yok calinmis veya kaldirilmis,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Peron ekranları aynı saati gösteriyor kilitli,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:gemini
Üsküdar istasyonu 2. peronda bulunan acil durum yardım kulesi mikrofonu ses iletmemektedir.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
Ağ zaman aşımı hatası,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:openrouter
